,animal_shelter,bakery,bank,bar,beauty,books,bus_station,bus_stop,cafe,cemetery,cinema,clothes,college,convenience,crematorium,dentist,dog_park,electronic,emergency,extra_education,farmland,fire_station,fuel,hairdresser,historic,hospital,hostel,hotel,household,kindergarten,lawyer,library,mall,mfz,monastery,mortuary,museum,orphanage,outpost,park,parking,pharmacy,pitch,playground,police,post_office,prison,recruitment,register_office,religion,reserve,restaurant,school,shop_pets,shop_sport,sports_centre,stadium,substation,subway,supermarket,swimming_pool,theme_park,train_building,train_station,university,veterinary,wastewater_plant
mall,0.01694915254237288,0.1917808219178082,0.08888888888888889,0.10077519379844961,0.06435643564356436,0.11392405063291139,0.01694915254237288,0.0589041095890411,0.10429447852760736,0.0,0.1746031746031746,0.14761904761904762,0.038834951456310676,0.0654627539503386,0.0,0.03314917127071823,0.013513513513513514,0.2,0.0,0.058823529411764705,0.0,0.0,0.050505050505050504,0.07727272727272727,0.014084507042253521,0.009009009009009009,0.022222222222222223,0.07971014492753623,0.11711711711711711,0.0486322188449848,0.047619047619047616,0.03,0.05357142857142857,0.06349206349206349,0.0,0.0,0.03225806451612903,0.0,0.06858407079646017,0.038461538461538464,0.053830227743271224,0.11475409836065574,0.040169133192389,0.05263157894736842,0.046153846153846156,0.05825242718446602,0.0,0.0,0.015873015873015872,0.03125,0.0,0.10429447852760736,0.046296296296296294,0.0782608695652174,0.10989010989010989,0.040268456375838924,0.02564102564102564,0.05189620758483034,0.10810810810810811,0.08860759493670886,0.0,0.0,0.0,0.0,0.06896551724137931,0.023255813953488372,0.0
mfz,0.0,0.023809523809523808,0.02040816326530612,0.031914893617021274,0.017964071856287425,0.04878048780487805,0.07142857142857142,0.015341701534170154,0.019417475728155338,0.0,0.0,0.037037037037037035,0.03333333333333333,0.011848341232227487,0.0,0.0070921985815602835,0.0,0.05,0.0,0.022727272727272728,0.0,0.030303030303030304,0.01875,0.02127659574468085,0.0,0.0,0.0,0.0297029702970297,0.01282051282051282,0.010101010101010102,0.031746031746031744,0.03571428571428571,0.06349206349206349,0.0,0.0,0.0,0.02,0.0,0.018604651162790697,0.015384615384615385,0.011434511434511435,0.019662921348314606,0.009029345372460496,0.011342155009451797,0.0,0.011695906432748537,0.0,0.0,0.0,0.023529411764705882,0.0,0.019417475728155338,0.005555555555555556,0.05333333333333334,0.05660377358490566,0.018518518518518517,0.0,0.006263048016701462,0.08823529411764706,0.018518518518518517,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0
monastery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010384215991692627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.00211864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mortuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004172461752433936,0.006514657980456026,0.0,0.0,0.0,0.0,0.002380952380952381,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.022727272727272728,0.0,0.002320185614849188,0.005235602094240838,0.004153686396677051,0.0,0.0022727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.006514657980456026,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
museum,0.0,0.06756756756756757,0.07009345794392523,0.13513513513513514,0.06417112299465241,0.07462686567164178,0.0,0.028532608695652172,0.08517350157728706,0.0,0.017543859649122806,0.056338028169014086,0.04597701149425287,0.024719101123595506,0.0,0.030120481927710843,0.0,0.046875,0.019230769230769232,0.027777777777777776,0.0,0.03278688524590164,0.02127659574468085,0.04245283018867924,0.01818181818181818,0.02127659574468085,0.11764705882352941,0.05555555555555555,0.0,0.018575851393188854,0.056179775280898875,0.03571428571428571,0.03225806451612903,0.02,0.0,0.022727272727272728,0.175,0.0,0.02412280701754386,0.07075471698113207,0.034055727554179564,0.03430079155672823,0.017094017094017096,0.03296703296703297,0.01694915254237288,0.035897435897435895,0.0,0.0,0.0,0.05454545454545454,0.0,0.08517350157728706,0.009615384615384616,0.0,0.036585365853658534,0.022058823529411766,0.015873015873015872,0.05578512396694215,0.03125,0.012224938875305624,0.0,0.0,0.020833333333333332,0.0196078431372549,0.0,0.0,0.0
orphanage,0.0,0.008064516129032258,0.0,0.0,0.006060606060606061,0.0,0.0,0.004160887656033287,0.0032258064516129032,0.0,0.0,0.010526315789473684,0.0,0.00954653937947494,0.0,0.0072992700729927005,0.04,0.020202020202020204,0.0,0.025,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0273972602739726,0.010238907849829351,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0069605568445475635,0.0051813471502590676,0.004145077720207254,0.011267605633802818,0.01141552511415525,0.007590132827324478,0.011627906976744186,0.011976047904191617,0.0,0.0,0.07142857142857142,0.0,0.0,0.0032258064516129032,0.017241379310344827,0.0,0.0,0.0,0.0,0.00631578947368421,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outpost,0.004662004662004662,0.14255765199161424,0.2125984251968504,0.08456659619450317,0.20824742268041238,0.04318181818181818,0.002325581395348837,0.27111111111111114,0.23479729729729729,0.0,0.020642201834862386,0.22645290581162325,0.05286343612334802,0.3729641693811075,0.0,0.17721518987341772,0.020594965675057208,0.11563169164882227,0.016166281755196306,0.059770114942528735,0.0,0.006711409395973154,0.06433823529411764,0.2536082474226804,0.006818181818181818,0.034261241970021415,0.04044943820224719,0.07216494845360824,0.09271523178807947,0.29945553539019965,0.06888888888888889,0.06040268456375839,0.06858407079646017,0.018604651162790697,0.0,0.002320185614849188,0.02412280701754386,0.0069605568445475635,0.4332552693208431,0.13703703703703704,0.33815028901734107,0.40867992766726946,0.33384853168469864,0.4474885844748858,0.09267241379310345,0.22453222453222454,0.0,0.00234192037470726,0.011627906976744186,0.03711340206185567,0.0,0.23479729729729729,0.18217821782178217,0.11738148984198646,0.04424778761061947,0.07346938775510205,0.020361990950226245,0.32644017725258495,0.0389908256880734,0.39304347826086955,0.013953488372093023,0.0,0.004608294930875576,0.004576659038901602,0.028824833702882482,0.038461538461538464,0.0
park,0.005263157894736842,0.07394366197183098,0.15337423312883436,0.07480314960629922,0.09841269841269841,0.052884615384615384,0.010582010582010581,0.13283208020050125,0.1718377088305489,0.0,0.03015075376884422,0.1625,0.0867579908675799,0.11666666666666667,0.0,0.11188811188811189,0.05102040816326531,0.08914728682170543,0.015228426395939087,0.03271028037383177,0.0,0.009615384615384616,0.046296296296296294,0.12883435582822086,0.025252525252525252,0.03404255319148936,0.046948356807511735,0.05263157894736842,0.0625,0.12,0.05240174672489083,0.08333333333333333,0.038461538461538464,0.015384615384615385,0.0,0.005235602094240838,0.07075471698113207,0.0051813471502590676,0.13703703703703704,0.24598930481283424,0.13649851632047477,0.13473684210526315,0.17547169811320754,0.17520661157024794,0.07228915662650602,0.14802631578947367,0.0,0.0053475935828877,0.010362694300518135,0.0823045267489712,0.0049261083743842365,0.1718377088305489,0.12264150943396226,0.0625,0.04504504504504504,0.09578544061302682,0.01932367149758454,0.12478632478632479,0.03902439024390244,0.13333333333333333,0.02617801047120419,0.0053475935828877,0.010309278350515464,0.0,0.07692307692307693,0.02336448598130841,0.005319148936170213
parking,0.002074688796680498,0.09533468559837728,0.14985014985014986,0.06829765545361875,0.13576494427558258,0.028985507246376812,0.003115264797507788,0.3739770867430442,0.24975320829220138,0.0050968399592252805,0.014492753623188406,0.14814814814814814,0.041109969167523124,0.2902621722846442,0.0010395010395010396,0.11416921508664628,0.016580310880829015,0.08530318602261049,0.009316770186335404,0.02998965873836608,0.006951340615690168,0.02072538860103627,0.10956175298804781,0.15221774193548387,0.009287925696594427,0.03771661569826707,0.03205791106514995,0.07433808553971487,0.059670781893004114,0.20404234841193455,0.048503611971104234,0.03913491246138002,0.053830227743271224,0.011434511434511435,0.0010384215991692627,0.004153686396677051,0.034055727554179564,0.004145077720207254,0.33815028901734107,0.13649851632047477,0.6413721413721414,0.2844574780058651,0.3226111636707663,0.4045368620037807,0.06109979633401222,0.13535353535353536,0.001037344398340249,0.0010395010395010396,0.007268951194184839,0.05595116988809766,0.0041025641025641026,0.24975320829220138,0.11747285291214216,0.06514994829369183,0.03814432989690722,0.0782520325203252,0.01964839710444674,0.3544423440453686,0.024896265560165973,0.31108930323846906,0.009355509355509356,0.0010395010395010396,0.005175983436853002,0.007238883143743537,0.030959752321981424,0.02368692070030896,0.002079002079002079
pharmacy,0.0028169014084507044,0.22077922077922077,0.26107226107226106,0.10050251256281408,0.25862068965517243,0.07563025210084033,0.0028169014084507044,0.27718040621266427,0.26640926640926643,0.0,0.036414565826330535,0.30656934306569344,0.046753246753246755,0.40145985401459855,0.0,0.18673218673218672,0.019230769230769232,0.16449086161879894,0.013888888888888888,0.07222222222222222,0.0,0.008064516129032258,0.058823529411764705,0.3,0.00546448087431694,0.02512562814070352,0.040214477211796246,0.08009708737864078,0.1260053619302949,0.2975708502024291,0.057291666666666664,0.05555555555555555,0.11475409836065574,0.019662921348314606,0.0,0.0,0.03430079155672823,0.011267605633802818,0.40867992766726946,0.13473684210526315,0.2844574780058651,0.45170454545454547,0.29180327868852457,0.3476923076923077,0.11627906976744186,0.23261390887290168,0.0,0.002840909090909091,0.014084507042253521,0.033816425120772944,0.0,0.26640926640926643,0.2,0.1320754716981132,0.07008086253369272,0.09200968523002422,0.02452316076294278,0.27202472952086554,0.04419889502762431,0.41796875,0.014044943820224719,0.0,0.005571030640668524,0.0,0.034574468085106384,0.04632152588555858,0.0028328611898017
pitch,0.002277904328018223,0.1191919191919192,0.1488970588235294,0.05668016194331984,0.15087040618955513,0.04,0.0045662100456621,0.257360959651036,0.19162640901771336,0.0,0.013392857142857142,0.17169811320754716,0.06564551422319474,0.28313253012048195,0.0,0.13855421686746988,0.03644646924829157,0.0860655737704918,0.01126126126126126,0.0467706013363029,0.002053388090349076,0.006578947368421052,0.06329113924050633,0.20272904483430798,0.013452914798206279,0.025,0.03056768558951965,0.0496031746031746,0.07462686567164178,0.26306620209059234,0.04925053533190578,0.05689277899343545,0.040169133192389,0.009029345372460496,0.0,0.0022727272727272726,0.017094017094017096,0.01141552511415525,0.33384853168469864,0.17547169811320754,0.3226111636707663,0.29180327868852457,0.4541284403669725,0.437125748502994,0.07053941908713693,0.15891472868217055,0.00228310502283105,0.0022935779816513763,0.006802721088435374,0.044897959183673466,0.004434589800443459,0.19162640901771336,0.2546583850931677,0.09090909090909091,0.04338394793926247,0.12159329140461216,0.045454545454545456,0.292022792022792,0.02666666666666667,0.2836767036450079,0.018306636155606407,0.0022935779816513763,0.0022522522522522522,0.0,0.02826086956521739,0.02857142857142857,0.0
playground,0.0038022813688212928,0.12237762237762238,0.1631321370309951,0.07964601769911504,0.1675213675213675,0.03925233644859813,0.0,0.29136316337148804,0.21407624633431085,0.0018281535648994515,0.0149812734082397,0.1996615905245347,0.039783001808318265,0.3352272727272727,0.0,0.16341030195381884,0.03231939163498099,0.0880281690140845,0.0075046904315197,0.052830188679245285,0.003484320557491289,0.011090573012939002,0.06289308176100629,0.21551724137931033,0.0037174721189591076,0.03202846975088968,0.027522935779816515,0.07118055555555555,0.06666666666666667,0.2904761904761905,0.0625,0.04963235294117647,0.05263157894736842,0.011342155009451797,0.0,0.0,0.03296703296703297,0.007590132827324478,0.4474885844748858,0.17520661157024794,0.4045368620037807,0.3476923076923077,0.437125748502994,0.6145038167938931,0.08050089445438283,0.18072289156626506,0.0,0.0019083969465648854,0.013333333333333334,0.04712041884816754,0.001851851851851852,0.21407624633431085,0.17428087986463622,0.09225092250922509,0.04788213627992634,0.08726003490401396,0.03007518796992481,0.3686382393397524,0.02040816326530612,0.3483483483483483,0.015238095238095238,0.0019083969465648854,0.0,0.0,0.02185792349726776,0.03345724907063197,0.0
police,0.0,0.11235955056179775,0.08032128514056225,0.05063291139240506,0.12206572769953052,0.027522935779816515,0.0,0.0598404255319149,0.09090909090909091,0.0,0.031578947368421054,0.1087866108786611,0.048,0.09251101321585903,0.0,0.07106598984771574,0.0,0.06097560975609756,0.02197802197802198,0.05555555555555555,0.0,0.03,0.03571428571428571,0.11063829787234042,0.010526315789473684,0.007407407407407408,0.02654867256637168,0.06790123456790123,0.08029197080291971,0.07894736842105263,0.03875968992248062,0.058333333333333334,0.046153846153846156,0.0,0.0,0.0,0.01694915254237288,0.011627906976744186,0.09267241379310345,0.07228915662650602,0.06109979633401222,0.11627906976744186,0.07053941908713693,0.08050089445438283,0.075,0.1,0.0,0.0,0.023255813953488372,0.02631578947368421,0.0,0.09090909090909091,0.08225108225108226,0.05714285714285714,0.02459016393442623,0.03468208092485549,0.0297029702970297,0.06782945736434108,0.0392156862745098,0.0966183574879227,0.011363636363636364,0.0,0.011363636363636364,0.01098901098901099,0.02631578947368421,0.027522935779816515,0.0
post_office,0.006060606060606061,0.14285714285714285,0.20618556701030927,0.10714285714285714,0.18450184501845018,0.060109289617486336,0.0,0.1371280724450194,0.15632754342431762,0.0,0.034482758620689655,0.21328671328671328,0.03902439024390244,0.17718940936863545,0.0,0.205761316872428,0.0111731843575419,0.13777777777777778,0.011560693641618497,0.06521739130434782,0.004694835680751174,0.016483516483516484,0.05016722408026756,0.1909722222222222,0.0,0.013953488372093023,0.047619047619047616,0.0759493670886076,0.10576923076923077,0.1931216931216931,0.09644670050761421,0.06091370558375635,0.05825242718446602,0.011695906432748537,0.0,0.0,0.035897435897435895,0.011976047904191617,0.22453222453222454,0.14802631578947367,0.13535353535353536,0.23261390887290168,0.15891472868217055,0.18072289156626506,0.1,0.12962962962962962,0.0,0.006172839506172839,0.017964071856287425,0.02145922746781116,0.0,0.15632754342431762,0.1292517006802721,0.10576923076923077,0.06153846153846154,0.0653061224489796,0.02197802197802198,0.1551094890510949,0.044444444444444446,0.16521739130434782,0.017857142857142856,0.0,0.0058823529411764705,0.005780346820809248,0.036458333333333336,0.0374331550802139,0.0
prison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001037344398340249,0.0,0.00228310502283105,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recruitment,0.0,0.0,0.005291005291005291,0.0,0.0,0.03125,0.0,0.001394700139470014,0.003289473684210526,0.0,0.0,0.005405405405405406,0.0,0.002403846153846154,0.0,0.007633587786259542,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.010752688172043012,0.014705882352941176,0.0034602076124567475,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234192037470726,0.0053475935828877,0.0010395010395010396,0.002840909090909091,0.0022935779816513763,0.0019083969465648854,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.022222222222222223,0.0,0.0,0.0021231422505307855,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
register_office,0.0,0.016129032258064516,0.02072538860103627,0.0,0.018292682926829267,0.0,0.0,0.005547850208044383,0.009708737864077669,0.0,0.0,0.015789473684210527,0.017241379310344827,0.011933174224343675,0.0,0.014598540145985401,0.038461538461538464,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0106951871657754,0.0,0.0,0.0,0.0,0.013333333333333334,0.020618556701030927,0.01639344262295082,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.07142857142857142,0.011627906976744186,0.010362694300518135,0.007268951194184839,0.014084507042253521,0.006802721088435374,0.013333333333333334,0.023255813953488372,0.017964071856287425,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.005649717514124294,0.0,0.019230769230769232,0.0,0.0,0.008421052631578947,0.030303030303030304,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
religion,0.0,0.043010752688172046,0.027131782945736434,0.05194805194805195,0.008583690987124463,0.009345794392523364,0.0,0.05033112582781457,0.07344632768361582,0.05263157894736842,0.021739130434782608,0.023529411764705882,0.040983606557377046,0.044585987261146494,0.0,0.035,0.021505376344086023,0.024096385542168676,0.011363636363636364,0.018518518518518517,0.0,0.01020408163265306,0.02242152466367713,0.028,0.033707865168539325,0.07317073170731707,0.05660377358490566,0.049689440993788817,0.0,0.022408963585434174,0.031746031746031744,0.05128205128205128,0.03125,0.023529411764705882,0.02631578947368421,0.02531645569620253,0.05454545454545454,0.0,0.03711340206185567,0.0823045267489712,0.05595116988809766,0.033816425120772944,0.044897959183673466,0.04712041884816754,0.02631578947368421,0.02145922746781116,0.025974025974025976,0.0,0.0,0.09210526315789473,0.010869565217391304,0.07344632768361582,0.029288702928870293,0.014084507042253521,0.01680672268907563,0.04790419161676647,0.0,0.03598484848484849,0.04081632653061224,0.029748283752860413,0.011904761904761904,0.0,0.011904761904761904,0.0,0.056074766355140186,0.0,0.0
reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0023148148148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365,0.0041025641025641026,0.0,0.004434589800443459,0.001851851851851852,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.17647058823529413,0.009433962264150943,0.0,0.0,0.0,0.017543859649122806,0.0,0.00411522633744856,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restaurant,0.0,0.17222222222222222,0.2544529262086514,0.1746987951807229,0.19948186528497408,0.07348242811501597,0.006535947712418301,0.20971563981042654,1.0,0.0,0.048859934853420196,0.2506393861892583,0.07250755287009064,0.2020033388981636,0.0,0.1387434554973822,0.01892744479495268,0.16034985422740525,0.012779552715654952,0.049689440993788817,0.0,0.031545741324921134,0.08056872037914692,0.2216624685138539,0.015873015873015872,0.02564102564102564,0.055900621118012424,0.1278409090909091,0.10714285714285714,0.1316793893129771,0.08814589665653495,0.06042296072507553,0.10429447852760736,0.019417475728155338,0.0,0.006514657980456026,0.08517350157728706,0.0032258064516129032,0.23479729729729729,0.1718377088305489,0.24975320829220138,0.26640926640926643,0.19162640901771336,0.21407624633431085,0.09090909090909091,0.15632754342431762,0.0,0.003289473684210526,0.009708737864077669,0.07344632768361582,0.009433962264150943,0.375,0.10232558139534884,0.11044776119402985,0.08722741433021806,0.10109289617486339,0.025,0.21855345911949686,0.054313099041533544,0.21723518850987433,0.00967741935483871,0.0,0.006430868167202572,0.0031746031746031746,0.05572755417956656,0.04024767801857585,0.003278688524590164
school,0.005780346820809248,0.10344827586206896,0.17320261437908496,0.04065040650406504,0.10774410774410774,0.07446808510638298,0.0,0.12706480304955528,0.10232558139534884,0.0,0.021739130434782608,0.16393442622950818,0.04739336492890995,0.16500994035785288,0.0,0.12734082397003746,0.016129032258064516,0.08641975308641975,0.011049723756906077,0.06806282722513089,0.004524886877828055,0.005208333333333333,0.03205128205128205,0.17,0.010869565217391304,0.0319634703196347,0.061855670103092786,0.03543307086614173,0.07207207207207207,0.22727272727272727,0.04186046511627907,0.05853658536585366,0.046296296296296294,0.005555555555555556,0.005847953216374269,0.0,0.009615384615384616,0.017241379310344827,0.18217821782178217,0.12264150943396226,0.11747285291214216,0.2,0.2546583850931677,0.17428087986463622,0.08225108225108226,0.1292517006802721,0.0,0.0,0.005649717514124294,0.029288702928870293,0.0,0.10232558139534884,0.15294117647058825,0.0967741935483871,0.043689320388349516,0.08032128514056225,0.05434782608695652,0.13451327433628318,0.020833333333333332,0.17494600431965443,0.022857142857142857,0.0,0.0056179775280898875,0.0,0.024752475247524754,0.030612244897959183,0.0
shop_pets,0.014084507042253521,0.13414634146341464,0.10300429184549356,0.047619047619047616,0.0966183574879227,0.07526881720430108,0.014084507042253521,0.06368563685636856,0.11044776119402985,0.0,0.03614457831325301,0.16055045871559634,0.05309734513274336,0.1152073732718894,0.0,0.14367816091954022,0.011627906976744186,0.14084507042253522,0.0125,0.05154639175257732,0.0,0.011111111111111112,0.028037383177570093,0.14220183486238533,0.0,0.01639344262295082,0.0196078431372549,0.05228758169934641,0.15254237288135594,0.10869565217391304,0.05172413793103448,0.036036036036036036,0.0782608695652174,0.05333333333333334,0.0,0.0,0.0,0.0,0.11738148984198646,0.0625,0.06514994829369183,0.1320754716981132,0.09090909090909091,0.09225092250922509,0.05714285714285714,0.10576923076923077,0.0,0.0,0.0,0.014084507042253521,0.0,0.11044776119402985,0.0967741935483871,0.20588235294117646,0.10784313725490197,0.06369426751592357,0.045454545454545456,0.07370517928286853,0.08045977011494253,0.13043478260869565,0.02666666666666667,0.0,0.0,0.0,0.019417475728155338,0.1111111111111111,0.0
shop_sport,0.0,0.13194444444444445,0.0684931506849315,0.08264462809917356,0.0851063829787234,0.1,0.0,0.03814713896457766,0.08722741433021806,0.0,0.08620689655172414,0.12745098039215685,0.010526315789473684,0.042986425339366516,0.0,0.060240963855421686,0.0,0.13934426229508196,0.0,0.06756756756756757,0.0,0.046153846153846156,0.031413612565445025,0.0761904761904762,0.016666666666666666,0.0,0.02531645569620253,0.06976744186046512,0.1414141414141414,0.05362776025236593,0.11235955056179775,0.033707865168539325,0.10989010989010989,0.05660377358490566,0.0,0.0,0.036585365853658534,0.0,0.04424778761061947,0.04504504504504504,0.03814432989690722,0.07008086253369272,0.04338394793926247,0.04788213627992634,0.02459016393442623,0.06153846153846154,0.0,0.022222222222222223,0.019230769230769232,0.01680672268907563,0.0,0.08722741433021806,0.043689320388349516,0.10784313725490197,0.13333333333333333,0.03597122302158273,0.045454545454545456,0.04032258064516129,0.028985507246376812,0.055415617128463476,0.018867924528301886,0.0,0.0,0.0,0.025,0.013157894736842105,0.0
sports_centre,0.0,0.06372549019607843,0.09505703422053231,0.06321839080459771,0.09322033898305085,0.06504065040650407,0.0,0.05974025974025974,0.10109289617486339,0.0,0.017391304347826087,0.07575757575757576,0.013513513513513514,0.07068607068607069,0.0,0.06481481481481481,0.008547008547008548,0.07222222222222222,0.009009009009009009,0.0390625,0.0,0.016666666666666666,0.04583333333333333,0.08108108108108109,0.026785714285714284,0.019736842105263157,0.022727272727272728,0.07865168539325842,0.050314465408805034,0.06593406593406594,0.0625,0.050359712230215826,0.040268456375838924,0.018518518518518517,0.0,0.0,0.022058823529411766,0.0,0.07346938775510205,0.09578544061302682,0.0782520325203252,0.09200968523002422,0.12159329140461216,0.08726003490401396,0.03468208092485549,0.0653061224489796,0.0,0.0,0.0,0.04790419161676647,0.017543859649122806,0.10109289617486339,0.08032128514056225,0.06369426751592357,0.03597122302158273,0.2222222222222222,0.03361344537815126,0.07954545454545454,0.008064516129032258,0.08237986270022883,0.038461538461538464,0.0,0.0,0.0,0.0625,0.048,0.0
stadium,0.0,0.0364963503649635,0.028985507246376812,0.028037383177570093,0.0223463687150838,0.037037037037037035,0.0,0.01925722145804677,0.025,0.0,0.05,0.034653465346534656,0.013513513513513514,0.018518518518518517,0.0,0.03333333333333333,0.023809523809523808,0.03508771929824561,0.027777777777777776,0.07407407407407407,0.0,0.0,0.005714285714285714,0.03015075376884422,0.0,0.0,0.01694915254237288,0.017391304347826087,0.045454545454545456,0.02287581699346405,0.04,0.0,0.02564102564102564,0.0,0.0,0.0,0.015873015873015872,0.0,0.020361990950226245,0.01932367149758454,0.01964839710444674,0.02452316076294278,0.045454545454545456,0.03007518796992481,0.0297029702970297,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.025,0.05434782608695652,0.045454545454545456,0.045454545454545456,0.03361344537815126,0.0,0.020618556701030927,0.0,0.028423772609819122,0.06451612903225806,0.0,0.0,0.0,0.03389830508474576,0.01818181818181818,0.0
substation,0.002109704641350211,0.11553030303030302,0.17857142857142858,0.06704980842911877,0.15173674588665448,0.043568464730290454,0.0,0.23879040667361837,0.21855345911949686,0.0020242914979757085,0.02301255230125523,0.16934046345811052,0.03777335984095427,0.24578651685393257,0.0,0.13584905660377358,0.022964509394572025,0.09073359073359073,0.010438413361169102,0.03909465020576132,0.007707129094412331,0.01646090534979424,0.08916083916083917,0.19195612431444242,0.01037344398340249,0.03131115459882583,0.04106776180698152,0.06015037593984962,0.06732673267326733,0.21019108280254778,0.05421686746987952,0.054989816700611,0.05189620758483034,0.006263048016701462,0.00211864406779661,0.00847457627118644,0.05578512396694215,0.00631578947368421,0.32644017725258495,0.12478632478632479,0.3544423440453686,0.27202472952086554,0.292022792022792,0.3686382393397524,0.06782945736434108,0.1551094890510949,0.0,0.0021231422505307855,0.008421052631578947,0.03598484848484849,0.00411522633744856,0.21855345911949686,0.13451327433628318,0.07370517928286853,0.04032258064516129,0.07954545454545454,0.020618556701030927,0.3375796178343949,0.024742268041237112,0.27450980392156865,0.008403361344537815,0.0021231422505307855,0.006289308176100629,0.00625,0.022132796780684104,0.022357723577235773,0.00211864406779661
subway,0.0,0.051094890510948905,0.06435643564356436,0.037037037037037035,0.04519774011299435,0.07407407407407407,0.07142857142857142,0.03337969401947149,0.054313099041533544,0.0,0.07317073170731707,0.07106598984771574,0.06944444444444445,0.0351288056206089,0.0,0.00641025641025641,0.0,0.09090909090909091,0.0,0.01694915254237288,0.0,0.0,0.017142857142857144,0.035,0.024390243902439025,0.012345679012345678,0.01639344262295082,0.02586206896551724,0.03296703296703297,0.026058631921824105,0.02564102564102564,0.057971014492753624,0.10810810810810811,0.08823529411764706,0.0,0.0,0.03125,0.0,0.0389908256880734,0.03902439024390244,0.024896265560165973,0.04419889502762431,0.02666666666666667,0.02040816326530612,0.0392156862745098,0.044444444444444446,0.0,0.0,0.030303030303030304,0.04081632653061224,0.023809523809523808,0.054313099041533544,0.020833333333333332,0.08045977011494253,0.028985507246376812,0.008064516129032258,0.0,0.024742268041237112,0.46153846153846156,0.041666666666666664,0.0,0.0,0.029411764705882353,0.0,0.05,0.0,0.0
