,population,degree_centrality,population_normalized,degree_centrality_normalized,population_centrality
218,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
219,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
220,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
221,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
222,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
223,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
224,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
225,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
226,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
227,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
228,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
229,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
230,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
231,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
232,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
233,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
234,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
235,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
236,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
237,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
238,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
239,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
240,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
241,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
242,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
243,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
244,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
245,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
246,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
247,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
