,area_accessibility
494,37.61254969343533
495,38.705843247008616
496,37.53239204263829
497,45.78244049196148
498,49.37869107456604
499,38.462809152454255
500,52.7378122430059
501,31.343048290060807
502,46.056889923660826
503,39.19713958980709
504,36.10069879075047
505,47.25885242783807
506,51.96950011200749
507,43.9328409364092
508,46.91861610952212
509,34.7732194462832
510,37.31168862978765
511,36.57063487024591
512,51.92760446041518
513,67.59549729458612
514,70.86290888832013
515,43.767459574769326
516,37.01455356369007
517,61.14187528174324
518,68.76648682195247
519,44.34409171632086
520,39.922605088924314
521,45.574848308050655
522,57.028366700955445
523,42.0847515964892
524,49.71669804074256
525,42.48654891312065
526,40.2499273571562
527,38.09983181348742
528,44.29904263212123
529,32.28381169863979
530,36.86934798440322
531,36.62498014654212
532,39.9249556976749
533,36.741420330338535
534,33.745037522578
535,37.39273549942596
536,34.11283876071875
537,38.39858632007324
538,37.42207247591868
539,35.374588331140465
540,35.06745735875814
541,33.412719278718875
542,36.764861674213485
543,37.58938406160369
544,38.84249085673332
545,38.174447387169295
546,42.74031816902419
547,36.719351004146766
548,34.41652110645866
549,37.359794149230126
550,35.374887931235754
551,49.03003110302057
552,49.67174419959195
553,30.369806967125616
554,30.983071796861175
555,33.168589098216394
556,35.624122678277644
557,34.258134865645104
558,33.66883955002041
559,33.87513972616589
560,31.85561106293777
561,31.508342576030973
562,30.229640031974267
563,32.6387885665666
564,32.30740844478754
565,33.27274502733732
566,31.8663776645134
567,31.91747489245332
568,31.99594380984023
569,32.78356682887724
570,32.65871646602016
571,33.69776312231264
572,29.999733810354126
573,31.138672816270493
574,29.725615209954043
575,31.200187812376488
576,30.96234218688249
577,30.962395224551017
578,30.346438662914245
579,31.967308285719675
580,30.704994707445817
581,32.25140545212495
582,32.03895714184037
583,32.283836297019576
584,30.457785016437413
585,30.4621711685929
586,29.149849021833674
587,29.106628964408266
588,29.49068092981905
589,29.907139354049182
590,30.27089534248978
591,34.425444758233425
592,29.878134135457394
593,29.69487219888436
594,29.128276877506057
595,30.7635754714093
596,31.729987209124594
597,30.988771384571255
598,37.38708873878061
599,32.791984389824705
600,32.110783411273516
601,31.5026392679572
602,33.48489187398858
603,33.42673861438068
604,47.46129270062356
605,31.52055460178274
606,30.136964099048235
607,36.466161040727016
608,32.231608966080465
609,30.686908166583613
610,30.896351650671527
611,30.09101376102588
612,32.099140468351806
613,32.61522205946715
614,30.667199695083834
615,30.596934352997376
616,29.458605472931204
617,30.799771522411458
618,31.03052435365002
619,30.820058895719715
620,31.169596284579644
621,31.091755489777636
622,30.529441883912494
623,32.80651657690755
624,31.470383295047206
625,31.00251383920864
626,31.20607293293166
627,31.60492292437234
628,31.496261209800497
629,31.404636284416956
630,31.31414027734176
631,32.25181335125654
632,31.87933964612525
633,33.18081070633108
634,32.70168346028621
635,32.837463857273335
636,33.20864940548809
637,32.80122547791111
638,32.33374258442043
639,32.25633485990391
640,31.736865012378935
641,32.21804350631361
642,32.10421615472397
643,32.066331637322975
644,31.674722421828417
645,31.67924432962191
646,31.79467379013241
647,31.887077223994535
648,30.670038704452782
649,30.998491401215137
650,30.803343748505373
651,31.164530428565577
