,land_use_accessibility
1862,23.71875
1863,17.53125
1864,15.75
1865,11.9765625
1866,25.359375
1867,22.53125
1868,20.53125
1869,23.0
1870,21.8125
1871,22.765625
1872,24.15625
1873,23.78125
1874,20.3125
1875,15.3046875
1876,18.84375
1877,18.171875
1878,18.4375
1879,18.953125
1880,18.828125
1881,18.5625
1882,18.3125
1883,25.21875
1884,22.9375
1885,21.84375
1886,21.0
1887,21.8125
1888,22.1875
1889,20.9375
1890,22.125
1891,22.09375
1892,17.890625
1893,25.875
1894,45.5
1895,27.1875
1896,33.40625
1897,27.5
1898,27.28125
1899,22.28125
1900,35.71875
1901,33.46875
1902,22.421875
1903,25.515625
1904,26.1875
1905,23.515625
1906,20.71875
1907,19.90625
1908,19.484375
1909,19.71875
1910,19.34375
1911,19.15625
1912,18.90625
1913,18.875
1914,18.359375
1915,19.0
1916,19.25
1917,19.59375
1918,19.5
1919,19.84375
1920,19.25
1921,18.84375
1922,21.0625
1923,19.515625
1924,19.890625
1925,20.25
1926,20.40625
1927,20.5
1928,20.140625
1929,20.8125
1930,20.625
1931,20.03125
1932,20.0625
1933,25.78125
1934,22.828125
1935,21.328125
1936,22.015625
1937,22.4375
1938,25.03125
1939,23.75
1940,23.5625
1941,24.984375
1942,22.4375
1943,22.609375
1944,22.078125
1945,21.53125
1946,21.828125
1947,21.875
1948,22.265625
1949,22.5
1950,21.84375
1951,21.78125
1952,23.328125
1953,22.390625
1954,21.296875
1955,16.9375
1956,16.5
1957,15.765625
1958,16.171875
1959,14.78125
1960,15.0
1961,14.796875
1962,17.3125
1963,14.875
1964,16.234375
1965,12.40625
1966,11.5625
1967,11.5859375
1968,11.5625
1969,13.21875
1970,12.2734375
1971,11.6171875
1972,12.0625
1973,12.8125
1974,11.65625
1975,11.921875
1976,11.984375
1977,12.46875
1978,12.8359375
1979,12.390625
1980,12.5703125
1981,11.5625
1982,11.59375
1983,12.46875
1984,12.6875
1985,12.25
1986,12.3359375
1987,11.8828125
1988,12.1796875
1989,12.8359375
1990,12.8984375
1991,12.9609375
1992,13.390625
1993,12.078125
1994,13.640625
1995,12.859375
1996,15.875
1997,16.546875
1998,14.6875
1999,15.578125
2000,15.28125
2001,17.234375
2002,15.140625
2003,13.171875
2004,12.8203125
2005,13.359375
2006,12.6484375
2007,11.953125
2008,13.703125
2009,13.7734375
2010,12.7734375
2011,12.921875
2012,13.09375
2013,13.09375
2014,13.390625
2015,12.9140625
2016,13.375
2017,13.234375
2018,12.953125
2019,13.0078125
2020,13.421875
2021,12.546875
2022,13.234375
2023,13.0703125
2024,13.0703125
2025,12.7578125
2026,12.375
2027,13.296875
2028,12.1640625
2029,12.015625
2030,12.3203125
2031,15.65625
2032,18.40625
2033,15.0078125
2034,19.734375
2035,16.5
2036,16.09375
2037,16.734375
2038,15.7734375
2039,15.390625
2040,21.734375
2041,12.5
2042,11.640625
2043,12.9453125
2044,14.2734375
2045,13.5
2046,13.28125
2047,13.1640625
2048,13.0078125
2049,14.234375
2050,12.703125
2051,13.4375
2052,15.3203125
2053,14.0
2054,13.515625
2055,12.5
2056,12.796875
2057,15.90625
2058,18.109375
2059,20.09375
2060,22.71875
2061,22.21875
2062,20.265625
2063,22.71875
2064,17.65625
2065,55.71875
2066,16.765625
2067,36.625
2068,15.4921875
2069,20.640625
2070,35.6875
2071,23.515625
2072,26.671875
2073,44.15625
2074,41.75
2075,27.484375
2076,29.125
2077,40.6875
2078,41.75
2079,46.1875
2080,34.3125
2081,30.40625
2082,27.984375
2083,24.671875
2084,36.5
2085,32.5
2086,37.625
2087,29.34375
2088,29.484375
2089,26.375
2090,40.0
2091,16.65625
2092,28.53125
2093,15.34375
2094,17.375
2095,17.03125
2096,16.21875
2097,14.0546875
2098,12.984375
2099,14.203125
2100,16.96875
2101,16.375
2102,16.125
2103,15.765625
2104,23.78125
2105,16.859375
2106,16.03125
2107,15.96875
2108,16.53125
2109,16.921875
2110,15.1796875
2111,17.03125
2112,16.75
2113,15.3515625
2114,21.59375
2115,13.8671875
2116,14.5625
2117,13.359375
2118,13.7578125
2119,15.75
2120,15.4765625
2121,12.359375
2122,11.8359375
2123,14.953125
2124,13.9296875
2125,14.6484375
2126,13.203125
2127,14.125
2128,12.6328125
2129,16.90625
2130,19.078125
2131,16.875
2132,14.953125
2133,17.9375
2134,15.3359375
2135,15.34375
2136,23.0
2137,14.921875
2138,13.8203125
2139,12.1328125
2140,11.546875
2141,13.390625
2142,17.65625
2143,19.5625
2144,15.65625
2145,14.953125
2146,16.5
2147,16.0625
2148,15.5390625
2149,17.265625
2150,20.484375
2151,18.125
2152,21.71875
2153,15.890625
2154,16.3125
2155,16.515625
2156,18.609375
2157,18.984375
2158,16.4375
2159,15.28125
2160,14.796875
2161,27.5625
2162,25.171875
2163,26.75
2164,21.0
2165,20.3125
2166,22.8125
2167,29.15625
2168,23.75
2169,24.53125
2170,23.609375
2171,18.90625
2172,24.3125
2173,22.40625
2174,25.03125
2175,37.375
2176,26.484375
2177,26.625
2178,29.890625
2179,26.9375
2180,36.6875
2181,53.625
2182,49.0
2183,36.53125
2184,37.375
2185,29.25
2186,30.09375
2187,33.125
2188,26.1875
2189,29.6875
2190,33.40625
2191,20.53125
2192,20.375
2193,19.46875
2194,15.4453125
2195,16.9375
2196,16.125
2197,16.71875
2198,24.46875
2199,17.390625
2200,17.8125
2201,17.21875
2202,19.390625
2203,16.796875
2204,17.53125
2205,16.3125
2206,17.453125
2207,16.359375
2208,17.046875
2209,17.015625
2210,19.65625
2211,24.859375
2212,16.828125
2213,22.125
2214,27.46875
2215,22.4375
2216,27.8125
2217,24.890625
2218,34.625
2219,25.546875
2220,23.328125
2221,28.921875
2222,28.171875
2223,25.53125
2224,25.375
2225,22.390625
2226,22.328125
2227,21.34375
2228,21.6875
2229,22.375
2230,27.65625
2231,24.140625
2232,23.375
2233,32.625
2234,43.375
2235,24.4375
2236,51.8125
2237,64.75
2238,41.40625
2239,60.25
2240,56.25
2241,58.0
2242,32.96875
2243,46.8125
2244,27.0
2245,54.375
2246,34.0625
2247,34.875
2248,24.953125
2249,22.5
2250,21.125
2251,21.796875
2252,24.09375
2253,20.171875
2254,21.484375
2255,18.90625
2256,18.265625
2257,19.15625
2258,16.125
2259,21.96875
2260,23.9375
2261,27.875
2262,19.796875
2263,20.28125
2264,18.234375
2265,21.0625
2266,16.875
2267,18.640625
2268,16.421875
2269,18.203125
2270,19.71875
2271,20.3125
2272,26.609375
2273,27.09375
2274,27.9375
2275,14.7109375
2276,15.234375
2277,20.1875
2278,12.5234375
2279,11.921875
2280,10.3359375
2281,11.578125
2282,11.6015625
2283,12.2890625
2284,11.9609375
2285,11.1484375
2286,14.6015625
2287,11.765625
2288,12.0390625
2289,12.203125
2290,13.5546875
2291,12.296875
2292,10.8359375
2293,11.234375
2294,11.6875
2295,11.75
2296,11.6171875
2297,11.390625
2298,11.515625
2299,11.6640625
2300,13.75
2301,12.296875
2302,11.5078125
2303,11.21875
2304,11.75
2305,11.4921875
2306,13.265625
2307,11.515625
2308,11.9375
2309,12.03125
2310,11.8515625
2311,11.578125
2312,11.25
2313,11.484375
2314,11.4765625
2315,12.6875
2316,11.7890625
2317,13.625
2318,17.6875
2319,11.953125
2320,31.34375
2321,38.46875
2322,33.03125
2323,26.1875
2324,25.453125
2325,19.21875
2326,26.5
2327,18.859375
2328,21.828125
2329,21.46875
2330,18.796875
2331,24.59375
2332,22.5625
2333,30.75
2334,27.515625
2335,23.625
2336,22.59375
2337,23.515625
2338,20.3125
2339,26.75
2340,26.9375
2341,23.703125
2342,23.34375
2343,25.78125
2344,26.5625
2345,33.03125
2346,21.953125
2347,21.53125
2348,23.0
2349,24.875
2350,22.6875
2351,23.828125
2352,25.5625
2353,23.9375
2354,25.21875
2355,27.875
2356,26.75
2357,25.84375
2358,26.328125
2359,23.1875
2360,33.21875
2361,38.28125
2362,23.703125
2363,23.96875
2364,23.03125
2365,23.28125
2366,23.59375
2367,22.4375
2368,25.40625
2369,24.453125
2370,22.1875
2371,18.140625
2372,16.625
2373,14.4609375
2374,15.0
2375,14.421875
2376,14.46875
2377,13.140625
2378,11.6875
2379,13.53125
2380,14.4140625
2381,12.8125
2382,12.890625
2383,16.890625
2384,18.09375
2385,21.375
2386,23.125
2387,31.109375
2388,22.3125
2389,30.640625
2390,26.53125
2391,28.75
2392,32.875
2393,25.234375
2394,20.96875
2395,26.765625
2396,15.6484375
2397,25.4375
2398,23.859375
2399,29.640625
2400,24.65625
2401,31.15625
2402,22.625
2403,38.0625
2404,37.3125
2405,23.9375
2406,29.0
2407,21.96875
2408,34.375
2409,32.03125
2410,24.5
2411,30.1875
2412,19.9375
2413,27.125
2414,22.8125
2415,26.375
2416,21.015625
2417,19.53125
2418,18.40625
2419,18.25
2420,18.5
2421,18.984375
2422,19.40625
2423,18.46875
2424,18.796875
2425,18.671875
2426,18.328125
2427,19.125
2428,22.34375
2429,17.203125
2430,18.0625
2431,31.96875
2432,29.65625
2433,25.25
2434,33.875
2435,22.984375
2436,29.78125
2437,21.8125
2438,38.3125
2439,31.9375
2440,32.5625
2441,35.78125
2442,25.9375
2443,31.625
2444,36.09375
2445,29.21875
2446,35.15625
2447,33.84375
2448,33.0
2449,40.03125
2450,35.09375
2451,19.09375
2452,19.8125
2453,20.171875
2454,19.546875
2455,20.140625
2456,20.078125
2457,19.890625
2458,24.25
2459,27.53125
2460,16.0625
2461,15.484375
2462,26.75
2463,34.09375
2464,29.0625
2465,20.875
2466,19.859375
2467,35.375
2468,20.53125
2469,19.09375
2470,29.34375
2471,27.78125
2472,31.28125
2473,24.734375
2474,22.796875
2475,35.8125
2476,32.5625
2477,23.890625
2478,27.25
2479,27.40625
2480,36.3125
2481,34.21875
2482,25.296875
2483,28.09375
2484,27.046875
2485,19.78125
2486,26.03125
2487,18.484375
2488,26.234375
2489,28.25
2490,20.5625
2491,31.953125
2492,23.234375
2493,28.40625
2494,15.953125
2495,14.8125
2496,16.78125
2497,14.015625
2498,16.671875
2499,14.5703125
2500,20.96875
2501,16.53125
2502,15.609375
2503,17.3125
2504,15.9921875
2505,15.0
2506,18.890625
2507,15.703125
2508,17.09375
2509,15.1484375
2510,15.2578125
2511,16.921875
2512,17.375
2513,16.046875
2514,15.40625
2515,15.1640625
2516,16.0625
2517,15.7265625
2518,15.96875
2519,16.25
2520,15.359375
2521,14.765625
2522,16.5625
2523,15.3203125
2524,21.8125
2525,23.875
2526,14.359375
2527,12.46875
2528,11.90625
2529,12.0
2530,12.171875
2531,16.1875
2532,19.421875
2533,14.0234375
2534,16.875
2535,15.0234375
2536,15.9765625
2537,15.140625
2538,17.25
2539,16.875
2540,17.125
2541,16.625
2542,17.3125
2543,16.125
2544,16.171875
2545,14.953125
2546,15.8984375
2547,17.78125
2548,19.671875
2549,20.59375
2550,16.59375
2551,21.8125
2552,17.453125
2553,19.59375
2554,16.75
2555,20.71875
2556,18.265625
2557,17.21875
2558,16.484375
2559,17.4375
2560,19.484375
2561,20.203125
2562,19.328125
2563,16.890625
2564,15.875
2565,20.140625
2566,21.96875
2567,22.609375
2568,20.265625
2569,20.203125
2570,21.0
2571,21.765625
2572,20.921875
2573,24.515625
2574,27.1875
2575,30.484375
2576,39.0625
2577,40.375
2578,29.765625
2579,22.859375
2580,24.109375
2581,22.28125
2582,29.4375
2583,22.328125
2584,24.265625
2585,22.9375
2586,22.515625
2587,20.40625
2588,19.28125
2589,18.1875
2590,25.25
2591,19.84375
2592,21.96875
2593,20.234375
2594,20.3125
2595,19.09375
2596,20.71875
2597,21.09375
2598,19.96875
2599,18.375
2600,20.375
2601,18.75
2602,19.203125
2603,20.15625
2604,16.625
2605,14.4765625
2606,15.515625
2607,18.4375
2608,16.0625
2609,14.875
2610,14.7421875
2611,16.796875
2612,14.4609375
2613,14.6328125
2614,14.1328125
2615,13.7734375
2616,17.25
2617,13.5078125
2618,13.875
2619,14.4765625
2620,16.34375
2621,14.3046875
2622,15.0390625
2623,15.15625
2624,13.6484375
2625,16.3125
2626,16.90625
2627,25.0
2628,34.1875
2629,61.125
2630,57.78125
2631,65.0
2632,40.5
2633,44.0
2634,41.375
2635,29.3125
2636,35.96875
2637,30.25
2638,24.078125
2639,29.03125
2640,27.5625
2641,26.828125
2642,23.609375
2643,25.03125
2644,23.75
2645,24.171875
2646,25.078125
2647,23.84375
2648,20.296875
2649,23.28125
2650,21.671875
2651,22.765625
2652,24.34375
2653,21.828125
2654,22.109375
2655,24.09375
2656,23.140625
2657,20.296875
2658,26.984375
2659,21.21875
2660,20.71875
2661,24.15625
2662,22.8125
2663,26.46875
2664,24.71875
2665,25.0
2666,23.53125
2667,25.65625
2668,22.3125
2669,25.140625
2670,25.3125
2671,27.703125
2672,24.75
2673,22.515625
2674,23.265625
2675,23.6875
2676,23.71875
2677,22.546875
2678,22.8125
2679,20.5625
2680,21.1875
2681,22.953125
2682,21.96875
2683,21.96875
2684,22.96875
2685,23.5625
2686,23.203125
2687,23.046875
2688,23.75
2689,30.28125
2690,27.4375
2691,23.484375
2692,28.96875
2693,24.125
2694,23.0
2695,23.8125
2696,22.765625
2697,23.375
2698,25.296875
2699,26.8125
2700,28.9375
2701,20.40625
2702,23.171875
2703,17.4375
2704,17.828125
2705,18.484375
2706,18.421875
2707,19.3125
2708,18.078125
2709,17.90625
2710,18.75
2711,18.1875
2712,16.953125
2713,16.359375
2714,15.671875
2715,16.421875
2716,15.984375
2717,15.875
2718,17.1875
2719,18.90625
2720,19.078125
2721,17.21875
2722,20.453125
2723,19.484375
2724,18.21875
2725,19.265625
2726,20.46875
2727,18.25
2728,20.15625
2729,17.625
2730,20.3125
2731,19.53125
2732,17.859375
2733,19.25
2734,25.890625
2735,22.9375
2736,24.0
2737,20.28125
2738,23.875
2739,21.09375
2740,25.03125
2741,22.984375
2742,27.75
2743,19.3125
2744,25.53125
2745,26.46875
2746,23.484375
2747,18.453125
2748,20.40625
2749,25.65625
2750,24.65625
2751,21.109375
2752,25.046875
2753,23.21875
2754,27.96875
2755,25.625
2756,20.46875
2757,20.859375
2758,20.703125
2759,16.109375
2760,16.4375
2761,16.375
2762,15.5078125
2763,16.421875
2764,16.265625
2765,16.234375
2766,15.234375
2767,16.125
2768,16.375
2769,16.234375
2770,17.453125
2771,19.1875
2772,18.828125
2773,20.0625
2774,19.234375
2775,23.59375
2776,12.3046875
2777,12.4765625
2778,23.34375
2779,25.296875
2780,42.5
2781,20.78125
2782,23.03125
2783,23.59375
2784,23.515625
2785,24.234375
2786,26.15625
2787,26.921875
2788,27.46875
2789,26.6875
2790,34.4375
2791,28.25
2792,35.8125
2793,27.796875
2794,29.0
2795,29.96875
2796,35.4375
2797,31.203125
2798,38.21875
2799,34.65625
2800,30.296875
2801,28.953125
2802,31.921875
2803,30.25
2804,40.875
2805,27.5625
2806,32.125
2807,25.578125
2808,24.34375
2809,28.71875
2810,32.5625
2811,55.4375
2812,46.9375
2813,30.65625
2814,32.9375
2815,31.15625
2816,25.75
2817,40.53125
2818,36.375
2819,27.5
2820,23.09375
2821,22.625
2822,21.8125
2823,23.125
2824,22.609375
2825,21.78125
2826,24.0625
2827,23.171875
2828,22.796875
2829,23.078125
2830,22.15625
2831,24.9375
2832,23.203125
2833,23.71875
2834,22.25
2835,20.703125
2836,19.875
2837,21.234375
2838,23.375
2839,21.296875
2840,22.5625
2841,19.515625
2842,24.40625
2843,23.046875
2844,23.359375
2845,21.96875
2846,22.03125
2847,23.25
2848,24.34375
2849,20.953125
2850,26.78125
2851,23.21875
2852,23.765625
2853,22.5625
2854,21.5
2855,20.96875
2856,22.5
2857,23.609375
2858,19.1875
2859,12.859375
2860,15.1015625
2861,16.0625
2862,14.9296875
2863,13.3984375
2864,13.03125
2865,12.953125
2866,12.265625
2867,13.109375
2868,12.671875
2869,11.703125
2870,20.484375
2871,26.21875
2872,17.1875
2873,15.484375
2874,14.921875
2875,18.328125
2876,16.09375
2877,21.96875
2878,22.78125
2879,22.375
2880,24.71875
2881,22.390625
2882,13.625
2883,13.078125
2884,14.6953125
2885,12.78125
2886,12.046875
2887,14.3046875
2888,14.234375
2889,13.046875
2890,12.4296875
2891,15.78125
2892,12.2265625
2893,12.0625
2894,12.546875
2895,12.171875
2896,13.390625
2897,13.15625
2898,11.0859375
2899,12.4140625
2900,14.0
2901,15.1484375
2902,18.6875
2903,15.40625
2904,15.3125
2905,14.4140625
2906,14.9296875
2907,14.203125
2908,15.015625
2909,18.6875
2910,20.5
2911,16.75
2912,17.34375
2913,19.59375
2914,23.34375
2915,22.71875
2916,17.59375
2917,23.3125
2918,31.75
2919,22.984375
2920,21.0625
2921,20.28125
2922,22.21875
2923,22.03125
2924,19.234375
2925,19.46875
2926,20.640625
2927,17.25
2928,18.453125
2929,51.8125
2930,39.53125
2931,47.1875
2932,43.0
2933,43.0625
2934,35.84375
2935,37.03125
2936,36.03125
2937,43.25
2938,59.875
2939,56.1875
2940,50.03125
2941,98.25
2942,43.1875
2943,36.21875
2944,29.03125
2945,30.5
2946,30.828125
2947,43.75
2948,24.640625
2949,44.4375
2950,28.15625
2951,28.875
2952,38.3125
2953,34.0625
2954,26.65625
2955,24.03125
2956,29.390625
2957,24.21875
2958,30.984375
2959,26.34375
2960,30.71875
2961,24.0
2962,22.625
2963,32.71875
2964,29.46875
2965,18.40625
2966,18.078125
2967,17.5
2968,18.953125
2969,18.71875
2970,20.640625
2971,20.03125
2972,21.40625
2973,20.421875
2974,20.625
2975,24.15625
2976,18.0
2977,18.1875
2978,17.4375
2979,17.96875
2980,15.6171875
2981,13.796875
2982,14.6171875
2983,13.9296875
2984,12.6484375
2985,13.921875
2986,14.0859375
2987,13.8203125
2988,13.9296875
2989,13.96875
2990,13.4296875
2991,15.390625
2992,13.4375
2993,21.34375
2994,16.640625
2995,15.671875
2996,14.921875
2997,16.46875
2998,15.0
2999,14.2421875
3000,13.2734375
3001,14.46875
3002,14.109375
3003,14.453125
3004,14.15625
3005,12.6328125
3006,13.90625
3007,13.9140625
3008,14.59375
3009,14.1875
3010,14.21875
3011,14.0078125
3012,14.0703125
3013,14.1953125
3014,16.328125
3015,15.296875
3016,15.640625
3017,15.0078125
3018,15.7890625
3019,16.4375
3020,12.7578125
3021,14.6640625
3022,14.34375
3023,14.6640625
3024,14.125
3025,15.125
3026,13.125
3027,14.1953125
3028,15.7890625
3029,16.40625
3030,16.875
3031,15.9453125
3032,16.625
3033,17.140625
3034,17.375
3035,12.171875
3036,13.0625
3037,11.890625
3038,13.1328125
3039,12.21875
3040,13.515625
3041,15.3671875
3042,15.640625
3043,15.6015625
3044,15.296875
3045,15.03125
3046,15.015625
3047,15.109375
3048,19.890625
3049,11.8125
3050,11.8671875
3051,11.953125
3052,16.328125
3053,20.765625
3054,16.421875
3055,22.3125
3056,17.90625
3057,16.859375
3058,15.640625
3059,14.2109375
3060,17.65625
3061,16.71875
3062,15.84375
3063,16.203125
3064,19.40625
3065,14.28125
3066,14.125
3067,13.328125
3068,13.734375
3069,13.015625
3070,13.890625
3071,17.703125
3072,18.953125
3073,31.1875
3074,18.84375
3075,19.859375
3076,19.078125
3077,24.9375
3078,21.703125
3079,27.21875
3080,19.203125
3081,22.515625
3082,14.03125
3083,18.71875
3084,16.140625
3085,19.09375
3086,21.328125
3087,22.796875
3088,25.9375
3089,29.328125
3090,32.40625
3091,11.46875
3092,14.7890625
3093,12.171875
3094,13.6875
3095,12.6484375
3096,15.2890625
3097,15.0234375
3098,15.84375
3099,16.28125
3100,17.1875
3101,16.203125
3102,16.34375
3103,15.40625
3104,14.15625
3105,15.5234375
3106,16.453125
3107,15.5703125
3108,16.28125
3109,16.78125
3110,15.203125
3111,14.734375
3112,12.375
