,connectivity
927,0.049071045043439586
928,0.04939768401246889
929,0.04684955239468975
930,0.043593243034026126
931,0.053795407780165776
932,0.05063210946906822
933,0.049760308891126454
934,0.05442128289355543
935,0.0531652773206115
936,0.05482787022051703
937,0.0544441311818946
938,0.05201874146292193
939,0.05477588648229104
940,0.04492789477702769
941,0.04307617073244476
942,0.0383818042510999
943,0.048849417548439175
944,0.04713864653693397
945,0.0454763643264929
946,0.04657693036167552
947,0.05402931582563435
948,0.052716314780814566
949,0.056279433190983795
950,0.05418982853379412
951,0.05335059152028753
952,0.05324216998238693
953,0.053786047889657185
954,0.05357891425767234
955,0.05385070636118453
956,0.05345277339889324
957,0.05513221360746332
958,0.05434012139174838
959,0.055708403873602465
960,0.05501111526965349
961,0.056536242847214396
962,0.056831619439048346
963,0.05408434896396134
964,0.0529993110841655
965,0.05474908826009827
966,0.051583008878324774
967,0.053509957999385994
968,0.053108353244778896
969,0.052785742469150645
970,0.05418666415312512
971,0.05483424107014457
972,0.05424197918334933
973,0.05456111380066661
974,0.052328653423078915
975,0.05369861105563254
976,0.05341296050376207
977,0.0529798594116989
978,0.051403843346363845
979,0.05008836121614229
980,0.04929549919816586
981,0.04736275642916933
982,0.046601770534491785
983,0.05198046330593994
984,0.047783402711840804
985,0.047517431538393703
986,0.05447008834891077
987,0.05088936614062637
988,0.051981818737043904
989,0.0529960217200721
990,0.052260015826883915
991,0.05036963395723104
992,0.048213928709435416
993,0.0471699157192956
994,0.053267150372858264
995,0.052473570450308205
996,0.051739071610270644
997,0.04940076061763765
998,0.05308877845828198
999,0.05433281752419073
1000,0.05031135119345613
1001,0.05291979515139415
1002,0.05255932056074851
1003,0.05274401405117403
1004,0.05286620973270745
1005,0.04655181491860438
1006,0.050850437999793024
1007,0.05042077741328279
1008,0.04940041151305626
1009,0.05025958620737256
1010,0.05237138525035004
1011,0.04820923821591392
1012,0.052614703531989576
1013,0.05248923085147931
1014,0.05307210288064719
1015,0.052050062922153244
1016,0.0503333375894762
1017,0.05105492722485726
1018,0.05410369344845311
1019,0.05159416633068514
1020,0.05410207994908117
1021,0.05141750004217057
1022,0.05097904269026154
1023,0.05088555806079949
1024,0.050992529126854286
1025,0.05255603816840571
1026,0.053095434417282754
1027,0.05031381839280378
1028,0.0517605914683798
1029,0.049561737727422735
1030,0.05060534274538965
1031,0.051139681145617503
1032,0.05084936285541177
1033,0.05234731094105805
1034,0.05064207174570395
1035,0.051353986734637404
1036,0.05044947051861953
1037,0.04956893047030202
1038,0.05073252750340708
1039,0.05077185050441821
1040,0.051177744678022344
1041,0.05045407784714076
1042,0.05091644907956919
1043,0.05006012508538488
1044,0.050876536520155446
1045,0.05134716176792628
1046,0.05270698747991901
1047,0.05062190672359854
1048,0.0511087578903327
1049,0.05050341780045887
1050,0.05187321709561908
1051,0.05005959930780016
1052,0.050646425664791814
1053,0.05187966413110508
1054,0.05079657400609185
1055,0.04757900968962402
1056,0.04792807132679328
1057,0.0537115169635159
1058,0.0542396560032559
1059,0.051973872692324084
1060,0.04141895437301107
1061,0.04610993588523033
1062,0.047061733967025156
1063,0.0496724367469617
1064,0.04623869626293178
1065,0.041317538739132915
1066,0.04833060624357598
1067,0.04135172684678176
1068,0.04628026746246185
1069,0.045873271028953236
1070,0.04551448913960194
1071,0.04465422293145203
1072,0.048222252370123224
1073,0.047951238062904904
1074,0.04890394543452145
1075,0.04835196981838408
1076,0.0505939301720233
1077,0.04885129736566867
1078,0.04975735733888943
1079,0.05052576231994786
1080,0.0501757867529063
1081,0.048440705759263306
1082,0.0476681616306794
1083,0.04684830906616396
1084,0.04835294194682825
1085,0.048599332941971364
1086,0.047911528601909045
1087,0.05032166579180021
1088,0.04775645200517017
1089,0.04933563803694433
1090,0.048901012497045634
1091,0.04832046371011409
1092,0.04897786837235242
1093,0.049191091545562615
1094,0.046504981504466594
1095,0.048185679858706025
1096,0.04870730836305882
1097,0.04915455603691392
1098,0.04817151251812675
1099,0.04816099423175531
1100,0.05036412278637265
1101,0.048104882972995686
1102,0.048669169895493955
1103,0.04757859086829513
1104,0.04730300392227838
1105,0.049329933068578365
1106,0.05080749719912779
1107,0.05038511910688194
1108,0.048641319348286034
1109,0.05295032897015868
1110,0.035267661646027806
1111,0.046389889444780036
1112,0.04676234063938418
1113,0.04136171923530426
1114,0.04226136953992251
1115,0.045497998840611904
1116,0.04530472684374714
1117,0.03644258815999573
1118,0.03796409873932846
1119,0.04157470474583381
1120,0.044735700076401416
1121,0.04957438147617411
1122,0.05007653967871005
1123,0.04919615508657004
1124,0.0482543810513787
1125,0.04905996503871129
1126,0.0526368524228867
1127,0.04845547077836258
1128,0.04980312449327747
1129,0.05019071568256915
1130,0.0482951237665716
1131,0.049182010247878126
1132,0.048714870807863055
1133,0.05022146612104771
1134,0.046898542614334696
1135,0.05098184351376114
1136,0.04972190470265421
1137,0.04995257112520956
1138,0.048572003227337464
1139,0.04842497466936244
1140,0.049106154800791446
1141,0.050556310537215765
1142,0.04685315297748191
1143,0.046944453224283846
1144,0.052582488096207594
1145,0.04964352989767877
1146,0.05117645083629486
1147,0.050485638081621244
1148,0.04548069984106981
1149,0.04520707391788749
1150,0.046146454048372414
1151,0.04548415622096176
1152,0.04560145900175835
1153,0.04699382334829916
1154,0.04703737596669717
1155,0.04661631846778443
1156,0.04753803900874165
1157,0.04852355176835513
1158,0.0473889518034381
1159,0.04625654415386569
1160,0.044792636444885216
1161,0.044802910110897216
1162,0.044712572511415055
1163,0.04485243058600276
1164,0.044720898273450625
1165,0.0475459800010302
1166,0.047693494196506786
1167,0.046648184914327484
1168,0.046451582264994844
1169,0.04679984978716426
1170,0.04903254599209382
1171,0.04745622734904424
1172,0.04749676447497707
1173,0.044739509910672534
1174,0.05126631077013188
1175,0.04275356202894474
1176,0.04983396535742502
1177,0.04763751410622418
1178,0.048791959556188674
1179,0.04843738061871001
1180,0.05074580030901154
1181,0.04928393772165002
1182,0.050031901673754764
1183,0.048129175310700996
1184,0.047815202007208284
1185,0.048507641169209866
1186,0.05058219089864411
1187,0.04533168891598842
1188,0.04927003406504564
1189,0.03983423473363409
1190,0.043380984280218284
1191,0.043215220018559146
1192,0.024986222235015596
1193,0.039117612408632395
1194,0.042687840363526665
1195,0.045830848914619714
1196,0.042067586980718594
1197,0.04051545054938601
1198,0.0380211961961109
1199,0.04076310781999383
1200,0.03672591257715823
1201,0.03608670975145372
1202,0.040632058024805885
1203,0.037496702067043176
1204,0.0410640846219903
1205,0.0401608339182436
1206,0.042765886446672216
1207,0.04266133399991668
1208,0.03921842025814285
1209,0.0389377873101498
1210,0.04070368760714756
1211,0.03766631607381991
1212,0.037249726446610926
1213,0.04242527966894092
1214,0.0388803998031834
1215,0.03757207331358586
1216,0.0412560151316961
1217,0.03446279178929349
1218,0.04052242743166022
1219,0.040501331908634385
1220,0.03844272247869214
1221,0.04089091352376056
1222,0.04086521504925022
1223,0.0419856234987774
1224,0.04213088984115254
1225,0.029191988684184562
1226,0.030803553435429797
1227,0.036483436711235516
1228,0.027562385309622094
1229,0.03645301729148786
1230,0.037421710070681756
1231,0.03130035379821144
1232,0.040748065491248875
1233,0.04253587439143831
1234,0.047688553057253676
1235,0.040510134951365094
1236,0.047609703012356556
1237,0.045682830173176134
1238,0.042423031143570815
1239,0.04559056612813842
1240,0.04267070177046364
1241,0.044466163977460914
1242,0.045733063354085376
1243,0.04602766780028012
1244,0.04244481238526361
1245,0.04329228028045584
1246,0.04381949232247037
